time,flux,flux_err
221.11542421172635,28263.71,5.9738526
221.13585781883012,28257.13,5.9733233
221.1562915254617,28251.328,5.97332
221.1767253318685,28264.959,5.973728
221.19715903827455,28254.22,5.9732084
221.21759264421416,28240.553,5.972346
221.23802644968237,28257.867,5.9733105
221.25846015515708,28246.021,5.972816
221.27889376039093,28237.912,5.9726014
221.29932746516715,28255.482,5.973192
221.31976116971055,28257.064,5.973777
221.3401948740211,28224.18,5.9713874
221.36062857809156,28242.34,5.9729586
221.38106228193647,28248.71,5.973009
221.40149598554126,28238.623,5.973028
221.42192968868767,28249.564,5.973033
221.4423632916005,28257.41,5.973592
221.46279709451483,28248.688,5.972888
221.48323079695547,28257.72,5.9732885
221.50366439893696,28243.553,5.9729342
221.5240982009127,28247.443,5.9733377
221.54453190266213,28263.965,5.973714
221.56496550394513,28246.781,5.972773
221.58539920499607,28237.998,5.972184
221.60583300580765,28261.023,5.97412
221.62626660639216,28270.049,5.9746385
221.6467003067446,28258.135,5.9738846
221.6671341068577,28265.596,5.974042
221.68756780651165,28247.215,5.973386
221.70800140616484,28247.502,5.9734015
221.72843510534585,28256.596,5.973347
221.74886890430207,28256.508,5.974063
221.76930250302394,28250.414,5.9744306
221.78973620150646,28262.195,5.974647
221.81016999953135,28232.932,5.973019
221.83060359755473,28270.848,5.9743333
221.85103729510593,28263.514,5.973836
221.8714708924308,28267.514,5.974456
221.89190468952438,28115.572,5.9650874
221.9123383863771,27756.96,5.940013
221.9327720827714,27651.766,5.9333377
221.95320577916573,27729.535,5.9380717
221.9736394750871,27947.383,5.9520965
221.99407317078294,28251.555,5.9729443
222.014506766478,28262.889,5.973871
222.03494056146883,28263.975,5.9739914
222.05537425646617,28272.9,5.974949
222.0758078512299,28270.105,5.973798
222.09624164552224,28273.572,5.973433
222.11667533958826,28261.875,5.974199
222.1371089336535,28280.752,5.975094
222.15754272724735,28284.984,5.9752827
222.17797642038204,28268.11,5.973645
222.19841011351673,28268.178,5.9741225
222.21884370641055,28283.018,5.975156
222.2392774988475,28274.604,5.9753947
222.25971119105088,28277.338,5.974497
222.28014478301338,28288.63,5.975649
222.30057857475185,28278.53,5.9746284
222.32101226625673,28284.65,5.9748764
222.3414458572879,28279.127,5.974915
222.36187954832712,28293.398,5.976163
222.38231333890144,28304.838,5.9758935
222.40274692923413,28290.152,5.9753294
222.42318061934202,28280.65,5.975568
222.44361440921784,28295.414,5.9760056
222.46404799885204,28297.494,5.975528
222.4844816880286,28301.875,5.9758334
222.50491537720518,28311.78,5.9765687
222.52534916590957,28296.998,5.9751754
222.5457827543869,28299.38,5.9749675
222.56621644263214,28319.104,5.9762034
222.5866502304052,28311.975,5.975536
222.60708381818404,28310.93,5.9759164
222.62751750549796,28309.959,5.976227
222.6479511928046,28309.049,5.9764075
222.66838487965288,28317.428,5.976833
222.6888185662683,28320.535,5.977421
222.7092522524108,28314.941,5.9768066
222.72968593856058,28309.746,5.976291
222.75011962447752,28308.79,5.976938
222.77055330992152,28301.66,5.976071
222.7909868951392,28306.541,5.9766607
222.8114206801256,28318.047,5.977061
222.83185426487034,28305.379,5.97621
222.8522879493903,28320.602,5.9775767
222.87272173344536,28319.508,5.9757495
222.89315531749162,28331.148,5.976967
222.91358900108025,28315.6,5.9768467
222.93402278443682,28340.209,5.978077
222.95445636755176,28326.75,5.977592
222.9748900504419,28334.498,5.977451
222.99532373286638,28333.324,5.978214
223.0157574152836,28322.994,5.977395
223.0361910972424,28330.656,5.9771543
223.0566247789684,28329.826,5.976981
223.07705856045504,28326.137,5.9775867
223.0974921417146,28346.604,5.979072
223.1179258227421,28326.258,5.977458
223.1383594032959,28314.23,5.9764156
223.15879318362568,28337.404,5.9780183
223.17922686395468,28336.355,5.978275
223.19966044381727,28324.83,5.978502
223.22009422320843,28328.896,5.9777327
223.24052790260612,28325.549,5.9784064
223.2609615817637,28316.668,5.9781327
223.28139516046213,28344.475,5.979656
223.30182893892925,28324.404,5.97771
223.3222626171555,28326.447,5.9776545
223.34269619515544,28333.494,5.978426
223.36312997292407,28333.533,5.977834
223.38356365045183,28041.105,5.960145
223.40399722752045,27801.863,5.942505
223.42443090458983,27795.328,5.9429097
223.44486468118703,27800.459,5.941568
223.46529825755715,28157.809,5.9693303
223.48573193346238,,
223.50616570936108,,
223.52659938503348,,
223.54703296023945,,
223.56746663521335,,
223.5879004099479,,
223.60833398445538,,
223.62876765872352,,
223.64920143253403,,
223.66963500634301,,
223.6900686796871,,
223.71050235279108,,
223.7309360256695,,
223.75136969830783,,
223.77180337048776,,
223.7922370426677,,
223.81267071438197,,
223.83310438585613,,
223.8535381571055,,
223.87397172811325,28337.537,5.979489
223.89440539866337,28336.717,5.9793825
223.91483896921272,28326.846,5.97801
223.93527273929794,28334.322,5.97932
223.9557064091423,28331.758,5.9798965
223.97613997876033,28330.842,5.9792657
223.99657374813978,28330.08,5.979163
224.01700741729292,28330.87,5.9787354
224.0374410859804,28329.309,5.9780145
224.0578746546671,28312.73,5.975205
224.0783084228824,28323.867,5.9792185
224.09874209087138,28295.156,5.977281
224.1191756586195,28305.475,5.9779477
224.13960942614358,28297.982,5.9766145
224.16004299320048,28299.941,5.977138
224.18047666025814,28284.598,5.976648
224.20091032684286,28295.508,5.9764037
224.22134399320203,28296.605,5.977241
224.2417776593211,28286.217,5.9773955
224.2622113252146,28288.623,5.975926
224.28264499064244,28276.268,5.9752607
224.30307865607028,28276.475,5.976231
224.3235123210252,28267.223,5.9760118
224.34394598575454,28266.193,5.975664
224.3643796502438,28256.992,5.973956
224.38481331450748,28266.066,5.9748836
224.40524687830475,28260.205,5.974161
224.42568064210354,28271.256,5.9748225
224.44611430542864,28255.531,5.973617
224.4665478685274,28257.012,5.9740763
224.48698153139412,28265.732,5.975424
224.50741529402148,28266.682,5.9757237
224.52784885642177,28243.715,5.974086
224.54828251835715,28251.16,5.9758835
224.5687162800532,28246.148,5.974306
224.58914994175575,28234.418,5.9726353
224.60958350299188,28240.723,5.9753017
224.63001716375584,28217.652,5.973842
224.65045092452783,28231.668,5.9745064
224.67088448506547,28225.75,5.9742756
224.69131814513094,28223.174,5.9736996
224.7117519049716,28226.232,5.9734373
224.73218546457792,28230.604,5.9741426
224.7526191239449,28209.53,5.9730935
224.77305288308708,28203.982,5.972453
224.79348644176207,28229.129,5.9734807
224.81392010043055,28205.543,5.9720297
224.83435375864065,28198.982,5.971814
224.8547875166114,28191.342,5.9712105
224.87522107435507,27803.703,5.943915
224.89565473186667,27613.625,5.930988
224.91608848891337,27623.25,5.931322
224.93652204571845,27734.822,5.938657
224.95695570253156,28142.355,5.9681153
224.97738925887825,28191.25,5.9717317
224.99782301498635,28191.943,5.971737
225.0182566706353,28174.201,5.9705095
225.03869032628427,28178.506,5.9709325
225.0591239814603,28157.73,5.968749
225.07955763664359,28157.447,5.9681935
225.09999129136122,28169.06,5.969991
225.120424845838,28173.574,5.96984
225.1408585998579,28156.775,5.9680023
225.16129225387704,28175.682,5.970262
225.1817258076553,28157.773,5.967122
225.20215956097672,28161.656,5.9685826
225.22259321406455,28173.865,5.968698
225.2430267669115,28175.75,5.9686823
225.26346041953366,28172.139,5.96855
225.28389417169092,28163.533,5.969043
225.30432772383938,28152.916,5.9682436
225.32476137553022,28154.203,5.967987
225.34519512698898,28152.773,5.9683166
225.36562877820688,28136.223,5.968147
225.38606232919847,28141.092,5.9682245
225.40649597995798,28155.625,5.9687257
225.42692973024532,28138.664,5.9676223
225.44736328030558,28128.113,5.9669104
225.4677969303666,28140.799,5.9681025
225.48823067995545,28130.809,5.96773
225.5086642290844,28147.305,5.9682374
225.5290978782141,28140.225,5.967436
225.54953152687085,28142.816,5.9688325
225.5699651755349,28142.95,5.9669833
225.59039882373327,28134.273,5.9668336
225.61083247169154,28121.998,5.9669437
225.63126611942425,28130.45,5.9668546
225.6516997666913,28119.13,5.9668937
225.6721334139511,28112.72,5.96575
225.69256706075248,28112.422,5.966647
225.71300070732104,28116.307,5.965673
225.73343425364874,28113.92,5.965136
225.75386789975164,28116.012,5.9660115
225.77430164562247,28114.88,5.966607
225.79473519101884,28112.787,5.966011
225.81516883642325,28106.104,5.9664693
225.83560258136276,28104.639,5.965933
225.85603612606064,28113.885,5.96709
225.87646977053373,28110.832,5.966383
225.89690341454116,28111.818,5.9655952
225.91733715854207,28117.635,5.9659047
225.93777070208307,28105.479,5.9655395
225.958204345392,28114.055,5.9664383
225.97863808869442,28107.316,5.9649878
225.9990716313041,28107.31,5.965463
226.01950527391455,28101.604,5.9652205
226.0399388162914,28103.637,5.9648805
226.06037255819683,28114.842,5.966773
226.08080619987595,28115.06,5.966253
226.10123984131496,28103.648,5.9671316
226.12167348252842,28100.932,5.965655
226.14210712350905,28120.244,5.9666343
226.16254076401674,28100.127,5.964176
226.18297430453094,28113.248,5.9658628
226.203408044581,28113.316,5.966775
226.2238416843902,28106.383,5.9658585
226.2442752239731,28118.209,5.9667673
226.26470896309183,28114.09,5.96749
226.28514260220254,28097.145,5.9660935
226.3055761408541,28080.75,5.964964
226.3260097792736,28097.06,5.966218
226.34644351745374,28001.791,5.960189
226.36687715540756,27589.285,5.9304824
226.3873106931278,27572.791,5.928702
226.40774443037662,27528.709,5.926653
226.42817806763196,27728.938,5.9401555
226.44861160442088,28106.736,5.9663043
226.46904524097044,28108.766,5.9654036
226.48947897729522,28124.834,5.9669228
226.5099125131528,28114.12,5.9657803
226.53034614901117,28112.873,5.9676194
226.55077988439734,28125.523,5.9673553
226.57121341978927,28106.156,5.966124
226.59164705470903,28119.104,5.967163
226.6120806891704,28114.047,5.966577
226.63251432363177,28111.818,5.965897
226.6529479578603,28113.326,5.967114
226.6733815916159,28126.162,5.9666133
226.69381532514672,28130.35,5.9670296
226.7142488584359,28123.447,5.967825
226.73468249150028,28119.023,5.9662933
226.7551162243326,28138.234,5.9677505
226.77554975669773,,
226.79598338882352,28136.193,5.9680133
226.81641692095582,28139.74,5.9683747
226.8368506526167,,
226.85728428381844,28146.715,5.969547
226.87771791502018,28141.521,5.9688916
226.8981515459891,28143.203,5.968316
226.91858517648507,28160.875,5.969191
226.93901880675548,28157.533,5.968989
226.9594523367923,28145.521,5.9705586
226.97988606659055,28163.299,5.9698334
227.00031969616248,28152.365,5.9683785
227.02075322526798,28153.47,5.969787
227.0411869541349,28159.451,5.9694395
227.06162048300757,28168.732,5.97065
227.08205411141535,28162.234,5.9704385
227.10248773935018,28171.197,5.9712095
227.12292146729305,28168.363,5.9707975
227.14335499476874,28171.547,5.9706097
227.16378862223792,28178.758,5.9710436
227.1842222492487,28183.78,5.971645
227.2046558760194,28182.705,5.971292
227.22508950256451,28195.719,5.9730244
227.24552302864322,28192.664,5.971494
227.26595675472345,28201.512,5.9730983
227.28639038032998,28208.004,5.9732423
227.3068239057102,28215.102,5.9729476
227.32725763085182,28203.887,5.9723997
227.34769125576713,28213.459,5.9731145
227.36812478044885,28211.51,5.972368
227.38855840466567,28214.033,5.973709
227.40899212864315,28225.26,5.9739733
227.4294257523943,28225.566,5.974706
227.44985927591188,28222.418,5.9744716
227.47029299919086,28237.54,5.975831
227.49072662224353,28237.18,5.9743166
227.51116014482977,28238.883,5.9748225
227.53159386717743,28255.158,5.975505
227.5520274895316,28250.764,5.976307
227.57246101118653,28251.129,5.974761
227.59289463283494,28258.867,5.9757333
227.61332835425856,28261.98,5.975641
227.633761875215,28273.4,5.9769406
227.65419549593207,28278.143,5.977765
227.6746292166572,28280.137,5.977531
227.6950627366823,28291.617,5.978807
227.7154963567009,28280.709,5.977325
227.73592997649394,28292.373,5.9785137
227.75636369582207,28295.242,5.9787602
227.77679721490858,28309.453,5.978896
227.7972308337703,28319.37,5.9802346
227.81766455239267,28305.7,5.9794984
227.83809807078796,28103.736,5.96754
227.8585316889512,27760.926,5.9461474
227.878965206648,27727.156,5.9440584
227.8993989241062,27809.346,5.9489098
227.9198325413381,28100.229,5.967495
227.94026615833718,28344.752,5.983095
227.96069977509615,28349.879,5.9827003
227.98113339139672,28358.71,5.983344
228.0015670076973,28364.018,5.9834185
228.02200052352418,28377.553,5.9846687
228.04243423912703,28379.559,5.983996
228.0628678544963,28372.877,5.9842796
228.08330136939185,28383.135,5.984777
228.1037350842962,28383.205,5.985373
228.12416869873414,28388.645,5.985067
228.1446022129312,28400.1,5.9858165
228.16503582690348,28409.701,5.9864244
228.18546954064368,28412.723,5.9861965
228.20590315414302,28427.588,5.9869285
228.2263366671832,28423.674,5.9868917
228.24677038022492,28439.664,5.9883027
228.26720399279293,28434.232,5.9877143
228.28763750513463,28433.857,5.986395
228.30807111701142,28433.646,5.9875054
228.3285048288817,28458.31,5.9891953
228.3489383405249,28457.107,5.988501
228.36937195170322,28453.623,5.989011
228.38980566264217,28465.4,5.9891143
228.41023917335406,28456.959,5.9885774
228.43067278383387,28459.332,5.989369
228.45110639384075,28469.281,5.989472
228.4715400038549,28470.492,5.990609
228.4919736134034,28486.771,5.99172
228.51240722271177,28482.443,5.9904885
228.53284093179536,28479.412,5.9901724
228.5532744406446,28475.717,5.989847
228.5737079490209,28493.62,5.991351
228.594141657406,28492.344,5.9916534
228.61457526532467,28499.12,5.991364
228.63500887300324,28504.486,5.992497
228.6554423804555,28511.74,5.99201
228.6758760874436,28512.252,5.9913893
228.69630959442293,28499.545,5.991237
228.71674320094462,28503.707,5.9920807
228.73717690746707,28514.111,5.9928184
228.75761041351507,28516.842,5.9930854
228.77804401910544,28517.793,5.993795
228.7984776246958,28512.709,5.9924603
228.81891133004683,28526.893,5.9944906
228.83934483493795,28524.805,5.9942465
228.859778439597,28533.975,5.9945145
228.8802121440167,28545.55,5.9947505
228.90064564820932,28531.57,5.9939294
228.92107925216987,28523.438,5.99297
228.9415128556575,28544.94,5.994394
228.96194645891956,28521.684,5.992227
228.9823800619488,28535.525,5.9932404
229.00281366473791,28546.135,5.9948263
229.02324726730149,28548.465,5.9945025
229.04368086963223,28547.387,5.9947743
229.06411447149003,28552.664,5.9946756
229.08454797312152,28547.713,5.994638
229.10498167475453,28551.387,5.99469
229.12541527591384,28548.389,5.994879
229.145848776614,28556.633,5.995101
229.1662824773157,28551.94,5.9958024
229.18671607754368,28562.713,5.9953065
229.20714957754535,28560.64,5.9968076
229.22758317731495,28551.379,5.9955993
229.2480168768452,28573.2,5.996079
229.26845047614916,28582.176,5.9961915
229.2888839752195,28566.719,5.9964933
229.30931767381844,28567.496,5.9960318
229.32975127219106,28215.795,5.974299
229.3501847703301,27994.93,5.961184
229.37061836823705,27981.27,5.9603477
229.39105206590466,28056.352,5.964969
229.41148556311236,28487.79,5.9910393
229.43191916031356,28524.463,5.9969025
229.45235285705712,28550.463,5.994375
229.47278635356633,28544.055,5.994856
229.49321994984348,28551.691,5.9950337
229.51365354564768,28566.04,5.996596
229.53408724145993,28555.54,5.996393
229.5545207367977,28558.334,5.9963346
229.5749543319107,28564.914,5.9962773
229.59538802679162,28555.344,5.996572
229.6158215214382,28563.764,5.9966526
229.63625511561258,28558.379,5.9948783
229.656688809795,28554.154,5.9949837
229.67712230350298,28557.492,5.996013
229.69755589698616,28567.518,5.9960427
229.7179894902365,28551.135,5.995262
229.73842308325402,28551.43,5.9949617
229.7588566757986,28567.895,5.9960685
229.77929026835045,28548.395,5.9944935
229.79972386042937,28558.402,5.995806
229.82015745228273,,
229.84059104390326,28548.924,5.99591
229.86102453505737,28527.781,5.993245
229.88145822620572,28540.275,5.9946313
229.90189181689493,28533.531,5.994949
229.92232530735055,28531.309,5.9945054
229.94275899756758,28531.596,5.9950576
229.9631925875583,28518.086,5.994644
229.98362607731542,28514.941,5.9928927
230.00405966660037,28520.797,5.993566
230.0244932558926,28507.615,5.992151
230.04492694471264,28515.604,5.9926014
230.0653604333056,28510.467,5.992012
230.08579402166652,28503.955,5.992153
230.10622760956176,28499.197,5.9924603
230.12666119744972,28501.818,5.9926186
230.14709468487854,28479.434,5.991532
230.16752837207605,28482.422,5.99182
230.1879619590327,28482.379,5.9925227
230.20839544576302,28482.998,5.9919324
230.2288291320292,28467.502,5.991369
230.24926271805452,28469.588,5.9910064
230.26969630408712,28455.51,5.9911747
230.2901297896533,28448.047,5.989835
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
231.37310943341436,,
231.3935429043122,28290.762,5.9437003
231.41397647473786,28293.639,5.946353
231.4344100451708,28287.994,5.946443
231.4548436151381,28301.898,5.947131
231.47527718486526,28286.738,5.9473467
231.49571075413405,28290.326,5.948929
231.51614432340284,28272.967,5.9450145
231.5365778921987,28289.482,5.947898
231.55701136076823,28279.834,5.948765
231.57744502910646,28287.748,5.9500895
231.59787849721033,28278.533,5.9499187
231.61831206507486,28283.639,5.9509654
231.63874573248177,28286.389,5.949714
231.65917929988063,28300.23,5.952245
231.67961276682036,28301.426,5.9544597
231.700046333528,28293.049,5.9540462
231.72047999999631,28275.217,5.953118
231.7409134660047,28296.18,5.9551992
231.76134703201387,28277.492,5.9556665
231.78178069755086,28288.186,5.954213
231.80221416286076,28275.031,5.9574385
231.8226477279386,28312.873,5.959914
231.8430812925435,28275.24,5.9572563
231.86351485715568,28268.572,5.9575043
231.8839484213022,28273.588,5.960323
231.90438198544143,28261.807,5.9593883
231.92481564912305,28262.697,5.9593363
231.94524911233748,28268.479,5.9608283
231.9656826755454,28275.998,5.9617805
231.986116138527,28259.758,5.9627447
232.00654980104446,28266.248,5.960659
232.02698336332105,28261.152,5.9615235
232.04741682537133,28260.111,5.9637866
232.0678504871903,28268.979,5.9647393
232.08828404853557,28264.773,5.9653773
232.10871760988812,28274.686,5.964788
232.129151170775,28262.092,5.963442
232.14958473142178,28251.135,5.9635286
232.170018291843,28261.154,5.9640946
232.19045175203064,28262.69,5.9643617
232.21088541174686,28253.014,5.9646754
232.2313189714696,28259.836,5.965941
232.2517524307259,28263.307,5.969557
232.27218608974363,28222.406,5.9654536
232.29261964853504,28107.932,5.95767
232.31305310686002,27739.49,5.9334416
232.33348666518577,27701.2,5.929311
232.35392032303935,27727.062,5.9325686
232.37435378066584,27984.623,5.95014
232.394787338053,28257.19,5.9673553
232.41522099521535,28247.406,5.96822
232.43565455214411,28243.033,5.9663157
232.45608800860646,28248.555,5.9671226
232.47652156482945,28243.37,5.9675493
232.49695522082766,28243.459,5.9685965
232.51738867658423,28246.346,5.971171
232.537822232116,28240.182,5.968826
232.55825588741573,28247.46,5.97142
232.57868934224825,28247.559,5.969364
232.59912289684144,28247.973,5.970156
232.61955645120906,28252.768,5.9723825
232.63999000533659,28254.201,5.9720454
232.66042355923855,28251.477,5.9720407
232.68085711267486,28249.092,5.9721103
232.70129066611116,28245.186,5.9729266
232.72172421907453,28245.84,5.973031
232.74215777181234,28231.705,5.9725137
232.76259122408374,28227.385,5.9720664
232.78302487634937,,
232.80345842815586,28248.252,5.9739823
232.8238918799616,28227.086,5.9719243
232.8443255312959,28236.973,5.9732227
232.8647590824039,28232.012,5.9709783
232.88519263303897,28224.86,5.972911
232.9056261836813,28229.145,5.9733496
232.92605963385722,28228.934,5.9746566
232.9464931840339,28242.123,5.973911
232.96692673373764,28226.041,5.974541
232.98736038298375,28226.98,5.9746284
233.00779383222834,28223.355,5.974219
233.0282273812336,28223.324,5.974197
233.04866102978121,28215.113,5.97252
233.06909447809448,28223.328,5.974587
233.0895280261684,28209.385,5.9719005
233.10996157401678,28215.867,5.9747057
233.1303951213995,28232.75,5.975082
233.15082866877492,28228.75,5.973534
233.17126221569197,28223.104,5.9731874
233.19169576237618,28233.484,5.974691
233.2121293088203,28220.084,5.975285
233.23256285503885,28226.982,5.975382
233.25299630079098,28238.43,5.9765444
233.27342994653736,28216.87,5.976785
233.2938634918246,28207.08,5.976877
233.31429693687824,28238.57,5.976066
233.3347305816933,28227.2,5.9766574
233.3551641260492,28230.281,5.9765973
233.37559757040435,28227.963,5.976094
233.39603111428733,28215.648,5.975405
233.4164647579455,28213.932,5.976932
233.43689820136933,28233.443,5.9758625
233.4573317445538,28222.76,5.9763246
233.4777653875135,28227.36,5.9777536
233.49819893000677,28235.113,5.977021
233.51863237225916,28223.807,5.976848
233.53906591428677,28217.545,5.9770155
233.5594995560823,28223.838,5.976907
233.5799329976362,28216.04,5.976075
233.6003665387325,28228.021,5.977057
233.62080017982225,28253.3,5.978419
233.6412336204521,28247.36,5.977958
233.6616671608499,28247.84,5.9783792
233.68210080101562,28240.219,5.976594
233.70253424070688,28253.365,5.977464
233.72296778040618,28247.451,5.977638
233.74340131963982,28249.154,5.9785857
233.7638349586341,28239.422,5.977326
233.78426839740132,27948.768,5.9542217
233.80470193593646,27736.902,5.939022
233.82513557423226,27675.22,5.9362597
233.84556901206815,27734.68,5.9403753
233.86600254967198,28103.758,5.9663396
233.88643598703493,28259.232,5.980429
233.90686962417385,28251.018,5.9798193
233.92730316107918,28245.914,5.9796157
233.9477366977444,28267.154,5.9788995
233.96817023395124,28253.166,5.979595
233.98860376992525,28264.805,5.9803486
234.00903730565915,28262.697,5.979791
234.02947074116673,28243.44,5.9791584
234.04990437621018,28272.324,5.980489
234.0703379112456,28272.883,5.980468
234.09077134582185,28266.148,5.9803805
234.1112049801668,28277.957,5.9816394
234.1316385142709,28279.791,5.980667
234.15207194814866,28285.752,5.9822927
234.17250548179436,28278.447,5.980944
234.19293911496788,28295.436,5.982189
234.2133726479151,28283.688,5.9815555
234.2338060806287,28305.521,5.9839864
234.25423971310374,28295.133,5.9826674
234.27467324535246,28295.896,5.9832244
234.29510667713475,28282.88,5.982848
234.31554020891053,28311.078,5.9826493
234.33597374022793,28294.725,5.983842
234.3564072713125,28302.371,5.9841495
234.37684080215695,28317.875,5.9831166
234.39727433254302,28304.664,5.983595
234.4177078629291,28310.055,5.983739
234.43814129284874,28318.484,5.9839516
234.4585749225298,28316.633,5.985069
234.47900845198455,28314.951,5.984343
234.4994419811992,28320.027,5.98391
234.5198754099547,28317.213,5.983917
234.5403090387117,28327.473,5.9857874
234.56074256699503,28347.898,5.985874
234.58117599505204,28336.623,5.985585
234.60160952287697,28348.336,5.987672
234.62204315046256,28339.47,5.9848332
234.64247657758824,28329.559,5.9854217
234.66291010448185,28355.002,5.987677
234.68334373136895,28356.975,5.9873104
234.7037771575633,28350.043,5.9877667
234.72421068375843,28360.764,5.9879303
234.7446443097142,28376.672,5.988159
234.76507773521007,28368.895,5.9876313
234.7855112607067,28367.672,5.987721
234.80594478573767,28372.97,5.9881215
234.8263784105293,28377.562,5.9888415
234.846811834861,28386.201,5.989167
234.8672453591862,28384.531,5.9886503
234.88767898305377,28390.729,5.9887614
234.908112406687,28381.105,5.989683
234.92854593008815,28391.492,5.9896135
234.9489794532492,28398.082,5.9900756
234.96941297618469,28384.557,5.9908996
234.98984649864724,28398.725,5.9899244
235.01028002111707,28409.693,5.9908233
235.03071354312124,28404.621,5.9911404
235.05114706489258,28407.832,5.99163
235.0715805864238,28418.87,5.991819
235.0920140074959,28418.719,5.9920225
235.11244762856222,28413.537,5.9918103
235.1328811491694,28417.545,5.991079
235.153314569543,28429.338,5.9924765
235.173748189678,28418.74,5.992301
235.1941817095867,28440.924,5.992845
235.21461512902897,28432.484,5.9929566
235.23504864846473,28414.607,5.99271
235.25548226744286,28423.703,5.9906073
235.2759157861874,27990.102,5.9602556
235.29634920469834,27876.408,5.9539614
235.31678282273788,27910.217,5.955086
235.33721634078393,27970.76,5.9603066
235.35764975835627,28414.707,5.9924374
235.37808327570383,28479.025,5.9952784
235.39851689281932,28436.678,5.9931693
235.41895030970045,28452.053,5.9943595
235.4393838261094,28465.168,5.9938307
235.4598174425264,28444.254,5.993152
235.48025085846893,28461.047,5.99513
235.50068437418668,28476.193,5.99505
235.5211178896716,28462.52,5.993997
235.54155140492367,28453.541,5.99392
235.5619849197028,28446.414,5.9939446
235.58241843448923,28459.217,5.9949017
235.60285204880347,28461.43,5.9953275
235.62328546289064,28470.88,5.9951754
235.64371897674573,28458.723,5.9936714
235.6641523901344,28472.574,5.9958014
235.68458600351732,28471.549,5.9951324
235.7050195164411,28467.521,5.9949946
235.72545302912476,28466.348,5.995289
235.74588654158288,28458.924,5.9949503
235.76632005380816,,
235.78675356556778,28461.783,5.9953966
235.80718697731936,28465.67,5.995605
235.82762058861408,28461.215,5.9942813
235.84805399967445,28463.844,5.995048
235.86848751049547,28462.115,5.9959164
235.8889211210917,28471.5,5.994045
235.90935453122074,28465.807,5.9955792
235.92978804134327,28473.889,5.9950385
235.95022165100818,28458.426,5.993416
235.97065506043873,28446.299,5.995133
235.99108856962994,28451.305,5.9952374
236.01152207836276,28451.791,5.9945235
236.03195558709558,28441.207,5.994149
236.05238909535547,28448.83,5.994822
236.0728226033898,28444.598,5.994045
236.0932561111913,28446.994,5.995372
236.1136896187527,28450.291,5.9954333
236.1341231258557,28465.135,5.9951444
236.15455653295794,28445.37,5.994398
236.17499013958877,28455.723,5.994926
236.1954236459933,28455.24,5.9949374
236.2158570521642,28457.291,5.993227
236.23629065809655,28453.84,5.994756
236.25672416356974,28451.39,5.9941583
236.27715756880934,28449.912,5.9948936
236.29759107404243,28442.79,5.994502
236.3180246788179,28431.217,5.9938354
236.33845818312693,28436.73,5.9944854
236.35889158742793,28430.541,5.9949846
236.37932519127207,28427.791,5.994334
236.39975869511545,28426.256,5.993501
236.42019209848513,28429.906,5.9938717
236.44062560163002,28421.578,5.992941
236.46105920454283,28427.795,5.992865
236.4814926069812,28422.21,5.992808
236.50192610919476,28417.955,5.9928403
236.52235971140908,28403.648,5.9913516
236.54279311314895,28417.525,5.9921618
236.56322661466402,28398.848,5.991416
236.58366011571343,28400.438,5.9910436
236.60409371675632,28396.787,5.9908214
236.6245271173393,28387.146,5.9915056
236.64496061769023,28409.615,5.991402
236.6653942178018,28384.953,5.9898286
236.6858276176863,28386.516,5.9918375
236.70626111733873,28402.488,5.989747
236.72669451651745,28394.908,5.9922667
236.74712811547215,28274.727,5.9830375
236.76756161442609,27891.611,5.9559145
236.78799511267425,27787.584,5.949065
236.8084286109297,27802.357,5.95074
236.8288621089523,28041.232,5.9645386
236.84929560650198,28361.68,5.988069
236.86972900382534,28361.113,5.9884377
236.8901626009174,28365.213,5.9877863
236.91059609776858,28355.627,5.986632
236.93102949439344,28338.344,5.9876986
236.95146309055417,28345.775,5.98675
236.97189658670686,28345.01,5.986475
236.9923299824004,28337.328,5.9888387
237.01276347786188,28346.074,5.9886203
237.033197073084,28349.99,5.987686
237.05363046784623,28333.47,5.9884043
237.07406396260922,28348.52,5.988794
237.09449755690002,28340.293,5.986057
237.11493105096451,28327.146,5.9859185
237.1353644447954,28328.219,5.987153
237.15579803838773,28307.842,5.9848375
237.1762315315209,28315.934,5.9863205
237.1966649246533,28309.12,5.984709
237.21709841731354,28312.012,5.984615
237.23753200974897,28304.137,5.985001
237.25796540195006,28315.418,5.9855227
237.2783988939118,28310.594,5.984073
237.29883238541515,28303.016,5.984431
237.3192658769185,28300.229,5.983387
237.33969936794892,28298.63,5.983384
237.36013275875302,28282.137,5.9832845
237.38056634932582,28290.709,5.983271
237.4009998394249,28294.855,5.9826055
237.42143322953052,28272.588,5.9827685
237.441866819172,28289.143,5.983322
237.4623003085726,28262.646,5.9810543
237.48273369774688,28256.963,5.9820623
237.5031671866891,28256.232,5.981841
237.52360077515914,28252.695,5.9814
237.54403416363493,28246.01,5.9817667
237.56446765164583,28247.705,5.981984
237.58490123941738,28249.98,5.980813
237.60533462696185,28233.996,5.980766
237.62576811427425,28237.352,5.9813137
237.646201601121,28233.281,5.980157
237.6666351877284,28248.797,5.9807878
