time,flux,flux_err,flux_norm,flux_err_norm
301.09098416114284,30618.465,7.2680335,1.0746785854098961,0.0002551009647443703
301.1114168759232,30627.49,7.267776,1.0749953542039334,0.0002550919267427676
301.13184969070426,30603.305,7.268792,1.074146484033984,0.00025512758736268357
301.152282605246,30606.447,7.2680836,1.074256765203055,0.00025510272320604133
301.1727153197935,30600.072,7.268398,1.0740330088526961,0.0002551137583427555
301.19314813422534,30606.389,7.268051,1.0742547294590046,0.0002551015789774889
301.21358104853425,30608.424,7.267457,1.0743261559959427,0.0002550807301504908
301.2340137627325,30596.96,7.270052,1.0739237806546857,0.00025517181214722507
301.2544465768151,30614.492,7.268478,1.0745391369424488,0.0002551165662655836
301.274879390774,30608.34,7.270554,1.0743232076769733,0.00025518943186297096
301.29531220462377,30616.1,7.270027,1.0745955761912924,0.00025517093467134134
301.3157450183571,30597.016,7.2677855,1.0739257462006655,0.0002550922601836034
301.3361778319668,30603.717,7.2703037,1.0741609448365486,0.0002551806465744228
301.3566106454673,30619.959,7.2706275,1.0747310233687095,0.0002551920116420692
301.3770434589678,30596.781,7.2687745,1.073917497927358,0.00025512697312956494
301.39747617222747,30600.76,7.267762,1.0740571569890174,0.00025509143535627267
301.4179090854959,30796.73,7.312068,1.0809355149466346,0.0002566465332165074
301.4383418985308,30603.396,7.2705774,1.074149678046201,0.00025519025318039817
301.4587746115576,30601.516,7.26759,1.0740836918597423,0.0002550853983221924
301.47920742435963,30573.664,7.269109,1.073106113527163,0.00025513871375688966
301.4996403371624,30605.506,7.269971,1.0742237370107903,0.0002551689691253617
301.52007314984075,30597.049,7.268522,1.073926904468832,0.000255118110623139
301.5405058624092,30575.252,7.2663026,1.0731618507952994,0.0002550402118240823
301.56093877485546,30594.951,7.2665763,1.073853266692667,0.0002550498184300577
301.5813715871918,30575.768,7.268545,1.0731799618975402,0.000255118917900952
301.601804299411,30583.021,7.267346,1.0734345352009367,0.0002550768341575669
301.6222372115153,30592.305,7.269109,1.0737603946451297,0.00025513871375688966
301.6426700236116,30563.432,7.266862,1.0727469801974576,0.0002550598462244573
301.6631027354815,30592.05,7.2692533,1.0737514443911154,0.0002551437785476907
301.6835355472358,30559.88,7.2678804,1.072622308423893,0.0002550955910820582
301.7039684589836,30576.0,7.2658763,1.0731881048737415,0.0002550252491053124
301.7244011706207,30568.014,7.266885,1.0729078039774331,0.0002550606535022704
301.74483398202574,30554.191,7.268003,1.0724226300117847,0.00025509989422379213
301.76526689342427,30565.885,7.265709,1.0728330781311721,0.0002550193770366983
301.78569960471214,30564.082,7.267019,1.0727697945704353,0.00025506535677300736
301.80613241588435,30556.162,7.265666,1.0724918102104604,0.00025501786777817827
301.82656532693363,30553.287,7.265198,1.072390900483828,0.00025500144142963425
301.846998137873,30546.945,7.266358,1.0721683024016357,0.00025504215631064073
301.8674308486952,30556.53,7.2665334,1.0725047266554693,0.0002550483126814412
301.8878636595109,30539.23,7.26593,1.0718975133439075,0.00025502713392351075
301.9082965701018,30562.61,7.2664046,1.0727181287903997,0.00025504379192568805
301.9287292805748,30549.82,7.2649474,1.072269212128268,0.00025499264561137545
301.9491620910412,30542.8,7.2653217,1.0720228169001083,0.0002550057831803071
301.9695950013993,30548.732,7.2656612,1.0722310243778068,0.00025501769930280855
301.990027711523,30518.328,7.265207,1.0711638733070135,0.0002550017573209524
302.0104605216402,30533.549,7.2651877,1.0716981157240817,0.00025500107990957015
302.03089333164826,30545.668,7.265455,1.0721234809334934,0.0002550104618817193
302.0513261415399,30514.51,7.264609,1.0710298651900456,0.00025498076809781287
302.07175895130786,30531.762,7.2643013,1.0716353937479106,0.00025496996812463554
302.0921917610831,30517.89,7.2637444,1.07114849992953,0.00025495042147184895
302.11262467062625,30512.771,7.262785,1.0709688279675713,0.00025491674745733376
302.1330573801606,30080.941,7.2405257,1.0558120115322092,0.00025413546749975864
302.1534901894702,29912.967,7.2303977,1.0499162861682616,0.00025377998446972984
302.17392309877323,29885.021,7.2278376,1.0489354085263596,0.0002536901274293293
302.1943558078492,29993.07,7.2347293,1.0527278241969344,0.0002539320194512536
302.21478861692594,30464.9,7.260538,1.0692886020463124,0.00025483787992490144
302.2352213258855,30506.73,7.263072,1.0707567946950194,0.0002549268208804793
302.2556542347229,30477.414,7.2616253,1.0697278313746872,0.0002548760431060379
302.2760870434504,30516.314,7.2622557,1.0710931838498177,0.0002548981695379228
302.2965197521771,30470.682,7.2612066,1.0694915446687083,0.0002548613471399367
302.31695266066527,30474.186,7.2614217,1.0696145316885761,0.0002548688969424405
302.3373854691599,30490.303,7.2614126,1.0701802228413184,0.00025486857754121884
302.357818177421,30458.057,7.2618847,1.0690484193474097,0.0002548851477958078
302.3782510856763,30464.818,7.2611165,1.0692857239254137,0.00025485818471685163
302.41911660185,30466.545,7.261024,1.0693463399594638,0.0002548549380560817
302.4395494097553,30454.057,7.260729,1.068908023206008,0.00025484458384065334
302.4599823175522,30449.973,7.2609653,1.068764678745637,0.0002548528777427066
302.4804150252312,30465.986,7.2611527,1.0693267195987028,0.0002548594553019313
302.50084783278726,30445.557,7.26012,1.0686096814055297,0.00025482320852812494
302.52128074035136,30442.723,7.2590327,1.0685102107393467,0.0002547850453469884
302.5417134476811,30447.045,7.259512,1.068661908770131,0.00025480186831463187
302.56214625500434,30432.139,7.258229,1.068138722549198,0.00025475683625227736
302.58257906221843,30441.91,7.258864,1.0684816752236068,0.0002547791241397248
302.6030118693161,30411.324,7.2585254,1.0674081361283796,0.0002547672396063552
302.6234446762901,30421.467,7.258881,1.0677641456439386,0.0002547797208233258
302.64387748315494,30425.48,7.2574162,1.0679049980727997,0.0002547283077563445
302.66431028990337,30406.889,7.2583604,1.0672524719066006,0.00025476144826552235
302.6847430966445,30433.24,7.257533,1.0681773665871188,0.00025473240732367346
302.7051759031601,30421.857,7.258127,1.0677778342677253,0.0002547532561506716
302.7256088096765,30401.906,7.2582207,1.0670775734134494,0.0002547565449302839
302.74604151606763,30400.658,7.2575245,1.0670337698173322,0.000254732108981873
302.7664743223504,30395.139,7.257254,1.0668400582412334,0.0002547226146928107
302.786907028516,30413.934,7.2583747,1.067499744610644,0.0002547619501817279
302.8073399345594,30390.463,7.25759,1.0666759351519348,0.00025473440796868846
302.82777274049295,30387.982,7.257841,1.0665888544452304,0.0002547432178265614
302.84820554642647,30389.465,7.2560496,1.0666409063146551,0.0002546803414146347
302.8686383521199,30382.645,7.2583914,1.0664015308935655,0.00025476253633561824
302.8890711578206,30388.713,7.2571893,1.0666145118400716,0.00025472034378522354
